Instrument,CIK Number,Tangible Book Value - Utility,Retained Earnings (Accumulated Deficit),Market Value for Company,Total Debt,Total Current Assets,"Net Income/Starting Line, Cumulative","Total Assets, Reported",NAICS Industry Group Name,Inventories (CF),Company Common Name,Cash and Short Term Investments,Accounts Payable (CF),Net Debt Incl. Pref.Stock & Min.Interest,Delisted Quote Flag,Earnings Before Interest & Taxes (EBIT) (Pvt),Tangible Book Value Per Share,Net Sales,Tangible Book Value - Reported,Total Equity,Pricing Volatility,Depreciation And Amortization,Tangible Book Value - Insurance,Instrument Is Active Flag,Total Liabilities,Tangible Book Value - Banks,Operating Income,Total Current Liabilities
1430306,1430306.0,25241000.0,-141240000.0,27010000.0,0.0,27140000.0,-38842000.0,27510000.0,Pharmaceutical and Medicine Manufacturing,,Tonix Pharmaceuticals Holding Corp,26121000.0,-2185000.0,-26121000.0,0.0,,644.23175,,25241000.0,25361000.0,,,25241000.0,1.0,2149000.0,25241000.0,-38969000.0,2116000.0
1430306,,24496000.0,-162363000.0,12790000.0,0.0,26443000.0,-21123000.0,26754000.0,,,,25496000.0,424000.0,-25496000.0,,,312.84802,,24496000.0,24616000.0,,,24496000.0,,2138000.0,24496000.0,-21291000.0,2126000.0
1532930,1532930.0,451248000.0,-63559000.0,924930000.0,430212000.0,175533000.0,-219269000.0,948550000.0,Support Activities for Mining,5618000.0,Seventy Seven Energy Inc,48654000.0,-38177000.0,381558000.0,0.0,,20.18687,556297000.0,451248000.0,451248000.0,,236323000.0,451248000.0,0.0,497302000.0,451248000.0,-219217000.0,70366000.0
1532930,,451248000.0,-63559000.0,924930000.0,430212000.0,175533000.0,-219269000.0,948550000.0,,5618000.0,,48654000.0,-38177000.0,381558000.0,,,20.18687,556297000.0,451248000.0,451248000.0,,236323000.0,451248000.0,,497302000.0,451248000.0,-219217000.0,70366000.0
1520744,1520744.0,26374000.0,-29064000.0,430030000.0,468415000.0,100505000.0,-344000.0,753372000.0,Wired Telecommunications Carriers,,Lumos Networks Corp,71656000.0,-80000.0,397645000.0,1.0,,1.11731,206899000.0,26374000.0,135174000.0,,51279000.0,26374000.0,0.0,618198000.0,26374000.0,29614000.0,47286000.0
1520744,,26374000.0,-29064000.0,430030000.0,468415000.0,100505000.0,-344000.0,753372000.0,,,,71656000.0,-80000.0,397645000.0,,,1.11731,206899000.0,26374000.0,135174000.0,,51279000.0,26374000.0,,618198000.0,26374000.0,29614000.0,47286000.0
1475841,1475841.0,469610000.0,55454000.0,870690000.0,92011000.0,,23060000.0,4573046000.0,Depository Credit Intermediation,,National Bank Holdings Corp,,,,0.0,,17.7973,,469610000.0,536189000.0,,,469610000.0,1.0,4036857000.0,469610000.0,,
1475841,,471170000.0,60795000.0,949840000.0,130463000.0,,14579000.0,4843465000.0,,,,,,,,,17.53152,,471170000.0,532407000.0,,,471170000.0,,4311058000.0,471170000.0,,
771950,771950.0,-266970000.0,-203120000.0,9130000.0,285975000.0,103079000.0,-146692000.0,340612000.0,Radio and Television Broadcasting,,Westwood One LLC,8445000.0,3094000.0,288312000.0,1.0,,-4.68106,239019000.0,-266970000.0,-50387000.0,,23435000.0,-266970000.0,0.0,390999000.0,-266970000.0,-124253000.0,331646000.0
771950,,-266970000.0,-203120000.0,9130000.0,285975000.0,103079000.0,-146692000.0,340612000.0,,,,8445000.0,3094000.0,288312000.0,,,-4.68106,239019000.0,-266970000.0,-50387000.0,,23435000.0,-266970000.0,,390999000.0,-266970000.0,-124253000.0,331646000.0
1524358,1524358.0,907819000.0,346341000.0,3582340000.0,737224000.0,,122000000.0,2391419000.0,Traveler Accommodation,-1000000.0,Marriott Vacations Worldwide Corp,147102000.0,,590122000.0,0.0,,33.635,2000000000.0,907819000.0,907819000.0,,21000000.0,907819000.0,1.0,1483600000.0,907819000.0,200000000.0,
1524358,,1041000000.0,529000000.0,3242950000.0,1095000000.0,,235000000.0,2845000000.0,,45000000.0,,409000000.0,,686000000.0,,,39.34047,2183000000.0,1041000000.0,1041000000.0,,21000000.0,1041000000.0,,1804000000.0,1041000000.0,245000000.0,
1526329,1526329.0,,,188310000.0,,,,,Other Investment Pools and Funds,,Tortoise Pipeline & Energy Fund Inc,,,,0.0,,,,,,,,,1.0,,,,
1526329,,,,124300000.0,,,,,,,,,,,,,,,,,,,,,,,,
1526104,1526104.0,,,148190000.0,,,,,Other Investment Pools and Funds,,Guggenheim Equal Weight Enhanced Equity Income Fund,,,,1.0,,,,,,,,,0.0,,,,
1526104,,,,148190000.0,,,,,,,,,,,,,,,,,,,,,,,,
1550031,1550031.0,15862370.0,-11708130.0,620000.0,5399700.0,1385340.0,-3130890.0,28254380.0,Metal Ore Mining,-121930.0,Banks Island Gold Ltd,48820.0,,5350880.0,,,0.25708,3954150.0,15862370.0,15862370.0,,1209410.0,15862370.0,,12392010.0,15862370.0,-2897760.0,10735840.0
1550031,,15862370.0,-11708130.0,620000.0,5399700.0,1385340.0,-3130890.0,28254380.0,,-121930.0,,48820.0,,5350880.0,,,0.25708,3954150.0,15862370.0,15862370.0,,1209410.0,15862370.0,,12392010.0,15862370.0,-2897760.0,10735840.0
1520697,1520697.0,-596774000.0,220139000.0,2866660000.0,3287809000.0,427927000.0,4176000.0,6024726000.0,Nursing Care Facilities (Skilled Nursing Facilities),,Acadia Healthcare Company Inc,57063000.0,,3248500000.0,0.0,,-6.88414,2810914000.0,-596774000.0,2167724000.0,,135103000.0,-596774000.0,1.0,3857002000.0,-596774000.0,213757000.0,342865000.0
1520697,,-265651000.0,428573000.0,2269070000.0,3239888000.0,471550000.0,199589000.0,6424502000.0,,,,67290000.0,,3195015000.0,,,-3.05135,2836316000.0,-265651000.0,2572871000.0,,143010000.0,-265651000.0,,3851631000.0,-265651000.0,412805000.0,377389000.0
1360683,1360683.0,645266000.0,339130000.0,1562850000.0,119204000.0,,60129000.0,6595890000.0,Depository Credit Intermediation,,Talmer Bancorp Inc,,,,1.0,,9.75978,,645266000.0,725215000.0,,,645266000.0,0.0,5870675000.0,645266000.0,,
1360683,,645266000.0,339130000.0,1562850000.0,119204000.0,,60129000.0,6595890000.0,,,,,,,,,9.75978,,645266000.0,725215000.0,,,645266000.0,,5870675000.0,645266000.0,,
1524747,1524747.0,,,,,,,,Electronic Shopping and Mail-Order Houses,,LaShou Group Inc,,,,,,,,,,,,,,,,,
1533349,1533349.0,-466614000.0,-441358000.0,,375506000.0,202683000.0,-52864000.0,365299000.0,Semiconductor and Other Electronic Component Manufacturing,2251000.0,Isola Group Ltd,54699000.0,-12816000.0,320807000.0,,,-933.228,555504000.0,-466614000.0,-461691000.0,,,-466614000.0,,826990000.0,-466614000.0,65054000.0,118219000.0
1533349,,-466614000.0,-441358000.0,,375506000.0,202683000.0,-52864000.0,365299000.0,,2251000.0,,54699000.0,-12816000.0,320807000.0,,,-933.228,555504000.0,-466614000.0,-461691000.0,,,-466614000.0,,826990000.0,-466614000.0,65054000.0,118219000.0
1514888,1514888.0,-261770.0,-1406540.0,30000.0,127470.0,77050.0,-110230.0,77050.0,Lime and Gypsum Product Manufacturing,0.0,Experience Art and Design Inc,0.0,,127470.0,1.0,,-0.00134,0.0,-261770.0,-261770.0,,,-261770.0,0.0,338820.0,-261770.0,-110230.0,338820.0
1514888,,-261770.0,-1406540.0,30000.0,127470.0,77050.0,-110230.0,77050.0,,0.0,,0.0,,127470.0,,,-0.00134,0.0,-261770.0,-261770.0,,,-261770.0,,338820.0,-261770.0,-110230.0,338820.0
911326,911326.0,462701000.0,-446887000.0,8867090000.0,0.0,457832000.0,-192648000.0,504203000.0,Pharmaceutical and Medicine Manufacturing,,Synageva BioPharma Corp,446908000.0,32000.0,-446908000.0,1.0,,13.86578,6492000.0,462701000.0,473239000.0,,1489000.0,462701000.0,0.0,30964000.0,462701000.0,-192133000.0,25243000.0
911326,,462701000.0,-446887000.0,8867090000.0,0.0,457832000.0,-192648000.0,504203000.0,,,,446908000.0,32000.0,-446908000.0,,,13.86578,6492000.0,462701000.0,473239000.0,,1489000.0,462701000.0,,30964000.0,462701000.0,-192133000.0,25243000.0
1405917,1405917.0,890.0,-93570.0,4120000.0,0.0,9130.0,-25660.0,18450.0,Other Investment Pools and Funds,,Dynastar Holdings Inc,100.0,,-100.0,0.0,,0.0,150650.0,890.0,890.0,,6950.0,890.0,1.0,17560.0,890.0,-25660.0,17560.0
1405917,,890.0,-93570.0,3240000.0,0.0,9130.0,-25660.0,18450.0,,,,100.0,,-100.0,,,0.0,150650.0,890.0,890.0,,6950.0,890.0,,17560.0,890.0,-25660.0,17560.0
1500123,1500123.0,-4984710.0,-36835600.0,21050000.0,3278500.0,96210.0,-4740680.0,112670.0,Electrical Equipment Manufacturing,26160.0,Item 9 Labs Corp,41750.0,20320.0,3236750.0,0.0,,-1.38061,113020.0,-4984710.0,-4984710.0,,,-4984710.0,1.0,5097380.0,-4984710.0,-1758000.0,1891380.0
1500123,,-4984710.0,-36835600.0,284790000.0,3278500.0,96210.0,-4740680.0,112670.0,,26160.0,,41750.0,20320.0,3236750.0,,,-1.38061,113020.0,-4984710.0,-4984710.0,,,-4984710.0,,5097380.0,-4984710.0,-1758000.0,1891380.0
1522787,1522787.0,-574540.0,-2569400.0,110000.0,0.0,0.0,-161570.0,0.0,Other Information Services,,Cyberfort Software Inc,0.0,8070.0,0.0,0.0,,-78.2752,0.0,-574540.0,-574540.0,,460.0,-574540.0,1.0,574540.0,-574540.0,-161570.0,574540.0
1522787,,-817540.0,-4156170.0,9790000.0,202440.0,650.0,-237620.0,650.0,,,,650.0,7920.0,201790.0,,,-94.95238,0.0,-817540.0,-817540.0,,0.0,-817540.0,,818190.0,-817540.0,-236600.0,818190.0
1364123,1364123.0,-1055960.0,-1105720.0,60000.0,171000.0,200.0,-692470.0,200.0,Oil and Gas Extraction,,Pioneer Exploration Inc,200.0,,170800.0,1.0,,-0.02122,0.0,-1055960.0,-1055960.0,,,-1055960.0,0.0,1056160.0,-1055960.0,-690460.0,1056160.0
1364123,,-1055960.0,-1105720.0,60000.0,171000.0,200.0,-692470.0,200.0,,,,200.0,,170800.0,,,-0.02122,0.0,-1055960.0,-1055960.0,,,-1055960.0,,1056160.0,-1055960.0,-690460.0,1056160.0
1526959,1526959.0,-4325470.0,-6789240.0,,1070510.0,1971880.0,-1975670.0,2429730.0,Scientific Research and Development Services,,TVAX Biomedical Inc,1677290.0,,3514110.0,,,-0.5511,244480.0,-4325470.0,-204580.0,,,-4325470.0,,2634320.0,-4325470.0,-1303860.0,349180.0
1526959,,-4325470.0,-6789240.0,,1070510.0,1971880.0,-1975670.0,2429730.0,,,,1677290.0,,3514110.0,,,-0.5511,244480.0,-4325470.0,-204580.0,,,-4325470.0,,2634320.0,-4325470.0,-1303860.0,349180.0
1526952,1526952.0,55214000.0,31999000.0,74220000.0,92789000.0,,2936000.0,695283000.0,Depository Credit Intermediation,,Wellesley Bancorp Inc,,,,0.0,,22.22025,,55214000.0,55214000.0,,,55214000.0,1.0,640069000.0,55214000.0,,
1526952,,59245000.0,34736000.0,70060000.0,86976000.0,,3185000.0,805395000.0,,,,,,,,,23.63626,,59245000.0,59245000.0,,,59245000.0,,746150000.0,59245000.0,,
1534765,1534765.0,92063000.0,65287000.0,934680000.0,98638000.0,171050000.0,7190000.0,395543000.0,Communications Equipment Manufacturing,15517000.0,Avigilon Corp (Pre-Merger),30012000.0,,68626000.0,1.0,,2.11166,353622000.0,92063000.0,237282000.0,,21159000.0,92063000.0,0.0,158261000.0,92063000.0,21879000.0,65684000.0
1534765,,135714000.0,96874000.0,1201430000.0,80271000.0,254331000.0,28264000.0,422944000.0,,-19518000.0,,26807000.0,,53464000.0,,,3.06222,408629000.0,135714000.0,275985000.0,,24360000.0,135714000.0,,146959000.0,135714000.0,42736000.0,134770000.0
1526119,1526119.0,72297000.0,-235323000.0,148490000.0,0.0,81295000.0,-36440000.0,83629000.0,Scientific Research and Development Services,0.0,Verastem Inc,80897000.0,153000.0,-80897000.0,0.0,,1.9544,,72297000.0,72297000.0,,,72297000.0,1.0,11332000.0,72297000.0,-37002000.0,10991000.0
1526119,,57684000.0,-303142000.0,247940000.0,14828000.0,87787000.0,-67802000.0,89791000.0,,,,86672000.0,5046000.0,-71844000.0,,,1.13549,,57684000.0,57684000.0,,,57684000.0,,32107000.0,57684000.0,-67804000.0,17128000.0
1527541,1527541.0,35199840.0,-170377410.0,87270000.0,305972680.0,,-12238000.0,489046340.0,Nonresidential Building Construction,,Wheeler Real Estate Investment Trust Inc,4863370.0,,405184120.0,0.0,,4.1393,44160410.0,35199840.0,147363470.0,,20636940.0,35199840.0,1.0,341682860.0,35199840.0,-291130.0,
1527541,,7876000.0,-204925000.0,8470000.0,307375000.0,,-12778000.0,457674000.0,,,,3677000.0,,405390000.0,,,0.90071,58535000.0,7876000.0,116744000.0,,26231000.0,7876000.0,,340930000.0,7876000.0,542000.0,
885475,885475.0,-5390590.0,-7255480.0,110000.0,2994770.0,2064240.0,-2538920.0,6738300.0,Computer Systems Design and Related Services,0.0,Eco-Shift Power Corp,205640.0,,2789130.0,0.0,,-0.08501,1270970.0,-5390590.0,-784190.0,,68740.0,-5390590.0,1.0,7522500.0,-5390590.0,-1979310.0,7370810.0
885475,1352755.0,-5390590.0,-7255480.0,120000.0,2994770.0,2064240.0,-2538920.0,6738300.0,,0.0,,205640.0,,2789130.0,,,-0.08501,1270970.0,-5390590.0,-784190.0,,68740.0,-5390590.0,,7522500.0,-5390590.0,-1979310.0,7370810.0
885475,1519307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680720,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515114,1515114.0,2655780.0,948710.0,26470000.0,0.0,681470.0,1322130.0,3421900.0,Other Information Services,,Glorywin Entertainment Group Inc,213970.0,0.0,-213970.0,0.0,,0.12768,3853910.0,2655780.0,2655780.0,,,2655780.0,1.0,766110.0,2655780.0,1666130.0,766110.0
1515114,,2655780.0,948710.0,33090000.0,0.0,681470.0,1322130.0,3421900.0,,,,213970.0,0.0,-213970.0,,,0.12768,3853910.0,2655780.0,2655780.0,,,2655780.0,,766110.0,2655780.0,1666130.0,766110.0
1023994,1023994.0,-4117790.0,-1306580.0,25460000.0,2446340.0,981150.0,-1971310.0,8736130.0,"Boiler, Tank, and Shipping Container Manufacturing",148740.0,SG Blocks Inc,579120.0,,3668890.0,0.0,,-1.03404,1924390.0,-4117790.0,5433300.0,,,-4117790.0,1.0,3302840.0,-4117790.0,-1394100.0,856500.0
1023994,,4337450.0,-5819260.0,11520000.0,0.0,8151800.0,-4512680.0,15349010.0,,9450.0,,4900860.0,,-4900860.0,,,1.01817,5061590.0,4337450.0,11527870.0,,,4337450.0,,3821140.0,4337450.0,-4279630.0,3821140.0
1521847,1521847.0,99489000.0,,,1622904000.0,132584000.0,-540398000.0,1973254000.0,Oil and Gas Extraction,,Amplify Energy Corp (Pre-Merger),15373000.0,,1607531000.0,0.0,,1.18682,284580000.0,99489000.0,99489000.0,,171629000.0,99489000.0,0.0,1873765000.0,99489000.0,-394202000.0,1713777000.0
1521847,,393933000.0,6074000.0,,376000000.0,78549000.0,-89669000.0,917464000.0,,,,6392000.0,,369608000.0,,,15.75732,314680000.0,393933000.0,393933000.0,,73696000.0,393933000.0,,523531000.0,393933000.0,-82746000.0,42601000.0
1473654,1473654.0,-351030.0,-3811850.0,6190000.0,0.0,6900.0,-835240.0,6900.0,Software Publishers,,Levelblox Inc,1410.0,,-1410.0,0.0,,-0.00453,2240.0,-351030.0,-351030.0,,0.0,-351030.0,1.0,357930.0,-351030.0,-660090.0,357930.0
1473654,,-729450.0,-4190270.0,5310000.0,0.0,1440.0,-378420.0,1440.0,,,,1440.0,,-1440.0,,,-0.00942,0.0,-729450.0,-729450.0,,,-729450.0,,730890.0,-729450.0,-378420.0,730890.0
1455900,1455900.0,-101870000.0,-105442000.0,,16098000.0,28395000.0,-52535000.0,36105000.0,"Engine, Turbine, and Power Transmission Equipment Manufacturing",-1061000.0,Smith Electric Vehicles Corp,1697000.0,-4993000.0,100562000.0,,,-9.69458,49927000.0,-101870000.0,-13539000.0,,716000.0,-101870000.0,,49644000.0,-101870000.0,-43393000.0,31559000.0
1455900,,-101870000.0,-105442000.0,,16098000.0,28395000.0,-52535000.0,36105000.0,,-1061000.0,,1697000.0,-4993000.0,100562000.0,,,-9.69458,49927000.0,-101870000.0,-13539000.0,,716000.0,-101870000.0,,49644000.0,-101870000.0,-43393000.0,31559000.0
1533932,1533932.0,-3210744000.0,689512000.0,13077140000.0,3241815000.0,1287858000.0,280871000.0,7044007000.0,Activities Related to Credit Intermediation,,Worldpay Inc,139148000.0,-1075000.0,3394291000.0,0.0,,-16.36651,3578991000.0,-3210744000.0,1315665000.0,,270054000.0,-3210744000.0,0.0,5728342000.0,-3210744000.0,568514000.0,1689012000.0
1533932,,-4319000000.0,558000000.0,23747360000.0,5706800000.0,1372600000.0,182692000.0,8667000000.0,,,,126500000.0,5390000.0,5648400000.0,,,-24.28467,4026477000.0,-4319000000.0,532500000.0,,318493000.0,-4319000000.0,,8134500000.0,-4319000000.0,521547000.0,1834400000.0
1496383,1496383.0,,,2730000.0,,,,,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,,Cache Elite Inc,,,,0.0,,,,,,,,,1.0,,,,
1496383,,,,5400000.0,,,,,,,,,,,,,,,,,,,,,,,,
1443863,1443863.0,-8431680.0,-19134870.0,40350000.0,1159320.0,100860.0,-5903980.0,470380.0,Individual and Family Services,,BioCorRx Inc,92460.0,65000.0,1088480.0,0.0,,-4.63776,701770.0,-8431680.0,-8130330.0,,30250.0,-8431680.0,1.0,8600710.0,-8431680.0,-2182020.0,2451120.0
1443863,,-4166520.0,-48840530.0,13880000.0,2202630.0,54500.0,-29705670.0,338900.0,,,,11340.0,-300000.0,2212910.0,,,-1.70699,657270.0,-4166520.0,-3892940.0,,33890.0,-4166520.0,,4231840.0,-4166520.0,-2594320.0,1638470.0
1466301,1466301.0,-81873000.0,-1131043000.0,3333010000.0,281126000.0,279410000.0,-349137000.0,364557000.0,Scientific Research and Development Services,,Clovis Oncology Inc,266183000.0,-1544000.0,14943000.0,0.0,,-2.11427,78000.0,-81873000.0,-3634000.0,,,-81873000.0,1.0,368191000.0,-81873000.0,-372733000.0,85659000.0
1466301,,282858000.0,-1477440000.0,946700000.0,282406000.0,626940000.0,-346397000.0,735230000.0,,-27508000.0,,563731000.0,5637000.0,-281325000.0,,,5.59394,55511000.0,282858000.0,367636000.0,,1486000.0,282858000.0,,367594000.0,282858000.0,-343108000.0,81517000.0
1534504,1534504.0,1909679000.0,-44852000.0,4036420000.0,2148234000.0,3407255000.0,225518000.0,7621927000.0,Petroleum and Coal Products Manufacturing,236602000.0,PBF Energy Inc,786298000.0,217566000.0,1907576000.0,0.0,,17.48725,15920424000.0,1909679000.0,2025044000.0,,222176000.0,1909679000.0,1.0,5596883000.0,1909679000.0,499463000.0,2056547000.0
1534504,,2205098000.0,236786000.0,3956210000.0,2191650000.0,3802959000.0,483431000.0,8117993000.0,,-54705000.0,,573021000.0,34604000.0,2184924000.0,,,19.94381,21786637000.0,2205098000.0,2336654000.0,,290956000.0,2205098000.0,,5781339000.0,2205098000.0,706169000.0,2418946000.0
1534287,1534287.0,41738850.0,-220070740.0,20850000.0,52331490.0,31421550.0,-28370690.0,161330470.0,Basic Chemical Manufacturing,-2769180.0,BioAmber Inc,16160020.0,0.0,73687160.0,0.0,,1.36345,8272500.0,41738850.0,48490900.0,,4843160.0,41738850.0,1.0,112839570.0,41738850.0,-29629970.0,45304950.0
1534287,,17817170.0,-318444950.0,960000.0,37615750.0,15247870.0,-102186780.0,69513900.0,,32370.0,,4631670.0,0.0,32984080.0,,,0.34188,14942960.0,17817170.0,21852700.0,,5089930.0,17817170.0,,47661200.0,17817170.0,-109267790.0,11295550.0
1504222,1504222.0,,,160000.0,,,,,Beverage Manufacturing,,Cascade Dairy Holdings Inc,,,,0.0,,,,,,,,,1.0,,,,
1504222,,,,160000.0,,,,,,,,,,,,,,,,,,,,,,,,
1345016,1345016.0,603908000.0,-70221000.0,3478060000.0,0.0,561179000.0,-1711000.0,885206000.0,"Newspaper, Periodical, Book, and Directory Publishers",,Yelp Inc,479533000.0,,-479533000.0,0.0,,7.60304,716063000.0,603908000.0,807186000.0,,35346000.0,603908000.0,1.0,78020000.0,603908000.0,-2020000.0,60399000.0
1345016,,983850000.0,79170000.0,2907090000.0,0.0,913089000.0,152995000.0,1225601000.0,,,,821216000.0,,-821216000.0,,,11.75098,850847000.0,983850000.0,1108697000.0,,41198000.0,983850000.0,,116904000.0,983850000.0,179622000.0,86167000.0
1429260,1429260.0,2442000.0,-245251000.0,202120000.0,28215000.0,109634000.0,-71290000.0,170731000.0,Scientific Research and Development Services,-203000.0,Fortress Biotech Inc,90651000.0,66000.0,-17963000.0,0.0,,0.04991,16480000.0,2442000.0,38495000.0,,,2442000.0,1.0,132236000.0,2442000.0,-65788000.0,56565000.0
1429260,,51689000.0,-312127000.0,48740000.0,62499000.0,183181000.0,-99836000.0,245950000.0,,32000.0,,130954000.0,774000.0,-525000.0,,,1.01368,17245000.0,51689000.0,52573000.0,,,51689000.0,,193377000.0,51689000.0,-90253000.0,71438000.0
1408278,1408278.0,8869000.0,-76850000.0,88980000.0,6996000.0,46563000.0,-10740000.0,93399000.0,Computer Systems Design and Related Services,,Synacor Inc,14315000.0,8706000.0,-7319000.0,0.0,,0.2872,127373000.0,8869000.0,39649000.0,,9235000.0,8869000.0,1.0,53750000.0,8869000.0,-9161000.0,43584000.0
1408278,,25695000.0,-86627000.0,57720000.0,5815000.0,58688000.0,-9777000.0,108780000.0,,,,22476000.0,,-16661000.0,,,0.66252,140027000.0,25695000.0,54345000.0,,9820000.0,25695000.0,,54435000.0,25695000.0,-10229000.0,47055000.0
1645751,1645751.0,15017120.0,-6884940.0,24350000.0,0.0,2418170.0,-2017200.0,19542850.0,Metal Ore Mining,,Algold Resources Ltd,2153700.0,,629710.0,0.0,,1.18673,,15017120.0,15017120.0,,,15017120.0,1.0,4525720.0,15017120.0,-2113240.0,1414850.0
1645751,,-1447820.0,-37225160.0,9180000.0,175100.0,518270.0,-17269690.0,1727510.0,,,,134140.0,0.0,37210.0,,,-0.07432,,-1447820.0,-1447820.0,,,-1447820.0,,3175330.0,-1447820.0,-17127490.0,2861370.0
1420850,1420850.0,146043000.0,-167096000.0,2350570000.0,0.0,179917000.0,-20958000.0,387066000.0,Software Publishers,,ExactTarget Inc,109409000.0,,-109409000.0,1.0,,2.13064,292272000.0,146043000.0,281617000.0,,,146043000.0,0.0,105449000.0,146043000.0,-20387000.0,99503000.0
1420850,,146043000.0,-167096000.0,2350570000.0,0.0,179917000.0,-20958000.0,387066000.0,,,,109409000.0,,-109409000.0,,,2.13064,292272000.0,146043000.0,281617000.0,,,146043000.0,,105449000.0,146043000.0,-20387000.0,99503000.0
1461993,1461993.0,183348000.0,-436983000.0,347580000.0,15327000.0,238294000.0,-73932000.0,238515000.0,Pharmaceutical and Medicine Manufacturing,0.0,Melinta Therapeutics Inc,231553000.0,-21000.0,-216226000.0,0.0,,87.48688,18016000.0,183348000.0,183348000.0,,,183348000.0,1.0,55167000.0,183348000.0,-117208000.0,29520000.0
1461993,,64836000.0,-572659000.0,44410000.0,39555000.0,149764000.0,-58916000.0,160273000.0,,-10825000.0,,128387000.0,-1269000.0,-88832000.0,,,14.73616,33864000.0,64836000.0,72336000.0,,,64836000.0,,87937000.0,64836000.0,-79543000.0,31730000.0
1237746,1237746.0,-2347583000.0,-740193000.0,1177600000.0,1994182000.0,154108000.0,-81229000.0,2756274000.0,Computer Systems Design and Related Services,,Endurance International Group Holdings Inc,53596000.0,,1958339000.0,0.0,,-17.4161,1111142000.0,-2347583000.0,124383000.0,,,-2347583000.0,1.0,2631891000.0,-2347583000.0,-39340000.0,516785000.0
1237746,,-2223017000.0,-847501000.0,953900000.0,1907594000.0,167143000.0,-99784000.0,2600034000.0,,,,66493000.0,,1841101000.0,,,-15.85709,1176867000.0,-2223017000.0,83005000.0,,,-2223017000.0,,2517029000.0,-2223017000.0,39831000.0,526365000.0
1433309,1433309.0,764548000.0,761365000.0,51750000.0,0.0,622741000.0,692042000.0,793599000.0,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",,Plastec Technologies Ltd,486222000.0,-19803000.0,-486222000.0,0.0,,59.09262,0.0,764548000.0,781624000.0,,,764548000.0,1.0,11975000.0,764548000.0,5947000.0,11975000.0
1433309,,753781000.0,749884000.0,65340000.0,0.0,570002000.0,139895000.0,780263000.0,,,,395087000.0,-1658000.0,-395087000.0,,,58.26043,0.0,753781000.0,769330000.0,,,753781000.0,,10933000.0,753781000.0,-76000.0,10933000.0
